date,stop,seq,direction,hour,boardings,weekday,week_num,semester,sem_num,is_exam,is_exam_mid,is_exam_fin,is_pre_exam,is_holiday,is_sat_1floor,is_sat_2floor,boardings_lag1,boardings_lag7,boardings_roll3,temp_avg,precip_mm,is_rainy,is_cold,is_hot
2025_09_01,수원대입구,8,depart,15,0.0,0,2,2025_2,2,0,0,0,0,0,1,1,18.0,31.0,20.0,24.9,20.5,1,0,0
2025_09_02,수원대입구,8,depart,15,32.0,1,2,2025_2,2,0,0,0,0,0,1,1,0.0,0.0,12.0,23.9,0.1,0,0,0
2025_09_03,수원대입구,8,depart,15,0.0,2,2,2025_2,2,0,0,0,0,0,1,1,32.0,24.0,16.666666666666668,25.0,0.0,0,0,0
2025_09_05,수원대입구,8,depart,15,7.0,4,2,2025_2,2,0,0,0,0,0,1,1,0.0,18.0,10.666666666666666,26.0,0.2,0,0,0
2025_09_08,수원대입구,8,depart,15,21.0,0,3,2025_2,2,0,0,0,0,0,1,1,7.0,18.0,13.0,22.5,0.0,0,0,0
2025_09_09,수원대입구,8,depart,15,9.0,1,3,2025_2,2,0,0,0,0,0,1,1,21.0,0.0,9.333333333333334,22.1,0.8,1,0,0
2025_09_10,수원대입구,8,depart,15,8.0,2,3,2025_2,2,0,0,0,0,0,1,1,9.0,32.0,12.333333333333334,22.4,0.0,0,0,0
2025_09_11,수원대입구,8,depart,15,8.0,3,3,2025_2,2,0,0,0,0,0,1,1,8.0,0.0,12.666666666666666,23.3,0.0,0,0,0
2025_09_12,수원대입구,8,depart,15,0.0,4,3,2025_2,2,0,0,0,0,0,1,1,8.0,7.0,8.333333333333334,21.9,14.3,1,0,0
2026_03_04,수원대입구,8,depart,15,15.0,2,1,2026_1,1,0,0,0,0,0,1,1,0.0,21.0,5.333333333333333,4.2,0.0,0,1,0
2026_03_05,수원대입구,8,depart,15,12.0,3,1,2026_1,1,0,0,0,0,0,1,1,15.0,9.0,7.666666666666667,4.1,13.6,1,1,0
2026_03_06,수원대입구,8,depart,15,19.0,4,1,2026_1,1,0,0,0,0,0,1,0,12.0,8.0,9.0,1.3,1.5,1,1,0
2026_03_09,수원대입구,8,depart,15,0.0,0,2,2026_1,1,0,0,0,0,0,1,0,19.0,8.0,15.333333333333334,2.9,0.0,0,1,0
2026_03_10,수원대입구,8,depart,15,0.0,1,2,2026_1,1,0,0,0,0,0,0,0,0.0,0.0,10.333333333333334,1.2,0.0,0,1,0
2026_03_11,수원대입구,8,depart,15,0.0,2,2,2026_1,1,0,0,0,0,0,1,1,0.0,15.0,6.333333333333333,2.4,0.0,0,1,0
2026_03_12,수원대입구,8,depart,15,14.0,3,2,2026_1,1,0,0,0,0,0,1,1,0.0,12.0,0.0,4.6,0.0,0,1,0
2026_03_13,수원대입구,8,depart,15,37.0,4,2,2026_1,1,0,0,0,0,0,1,1,14.0,19.0,4.666666666666667,5.5,0.0,0,0,0
2026_03_16,수원대입구,8,depart,15,5.0,0,3,2026_1,1,0,0,0,0,0,1,1,37.0,0.0,17.0,4.8,0.0,0,1,0
2026_03_17,수원대입구,8,depart,15,16.0,1,3,2026_1,1,0,0,0,0,0,1,1,5.0,0.0,18.666666666666668,4.8,0.0,0,1,0
2026_03_23,수원대입구,8,depart,15,21.0,0,4,2026_1,1,0,0,0,0,0,1,1,16.0,0.0,19.333333333333332,8.5,0.0,0,0,0
2026_03_24,수원대입구,8,depart,15,4.0,1,4,2026_1,1,0,0,0,0,0,1,1,21.0,14.0,14.0,10.1,0.0,0,0,0
2026_03_25,수원대입구,8,depart,15,14.0,2,4,2026_1,1,0,0,0,0,0,1,1,4.0,37.0,13.666666666666666,10.3,0.0,0,0,0
2026_03_26,수원대입구,8,depart,15,0.0,3,4,2026_1,1,0,0,0,0,0,1,0,14.0,5.0,13.0,9.1,0.0,0,0,0
2026_03_27,수원대입구,8,depart,15,0.0,4,4,2026_1,1,0,0,0,0,0,1,0,0.0,16.0,6.0,9.3,0.1,0,0,0
2026_03_30,수원대입구,8,depart,15,20.0,0,5,2026_1,1,0,0,0,0,0,1,1,0.0,21.0,4.666666666666667,13.3,3.7,1,0,0
2026_03_31,수원대입구,8,depart,15,17.0,1,5,2026_1,1,0,0,0,0,0,1,1,20.0,4.0,6.666666666666667,13.7,9.5,1,0,0
2026_04_01,수원대입구,8,depart,15,20.0,2,5,2026_1,1,0,0,0,0,0,1,1,17.0,14.0,12.333333333333334,11.2,0.0,0,0,0
2026_04_02,수원대입구,8,depart,15,45.0,3,5,2026_1,1,0,0,0,0,0,1,0,20.0,0.0,19.0,9.0,0.0,0,0,0
2026_04_03,수원대입구,8,depart,15,27.0,4,5,2026_1,1,0,0,0,0,0,1,1,45.0,0.0,27.333333333333332,12.4,0.0,0,0,0
2026_04_06,수원대입구,8,depart,15,0.0,0,6,2026_1,1,0,0,0,1,0,0,0,27.0,20.0,30.666666666666668,10.0,7.1,1,0,0
2026_04_07,수원대입구,8,depart,15,12.0,1,6,2026_1,1,0,0,0,1,0,1,1,0.0,17.0,24.0,6.3,0.0,0,0,0
2026_04_08,수원대입구,8,depart,15,0.0,2,6,2026_1,1,0,0,0,1,0,1,0,12.0,20.0,13.0,7.1,0.0,0,0,0
2026_04_09,수원대입구,8,depart,15,38.0,3,6,2026_1,1,0,0,0,1,0,1,0,0.0,45.0,4.0,8.8,20.1,1,0,0
2026_04_10,수원대입구,8,depart,15,15.0,4,6,2026_1,1,0,0,0,1,0,1,1,38.0,27.0,16.666666666666668,9.9,4.9,1,0,0
2026_04_13,수원대입구,8,depart,15,23.0,0,7,2026_1,1,0,0,0,0,0,1,1,15.0,0.0,17.666666666666668,15.4,0.0,0,0,0
2026_04_14,수원대입구,8,depart,15,0.0,1,7,2026_1,1,0,0,0,0,0,0,0,23.0,12.0,25.333333333333332,17.7,0.0,0,0,0
2026_04_15,수원대입구,8,depart,15,0.0,2,7,2026_1,1,0,0,0,0,0,1,1,0.0,0.0,12.666666666666666,16.5,0.0,0,0,0
2026_04_16,수원대입구,8,depart,15,13.0,3,7,2026_1,1,1,1,0,0,0,1,1,0.0,38.0,7.666666666666667,17.5,0.0,0,0,0
2026_04_17,수원대입구,8,depart,15,13.0,4,7,2026_1,1,1,1,0,0,0,1,0,13.0,15.0,4.333333333333333,14.7,0.2,0,0,0
2026_04_20,수원대입구,8,depart,15,22.0,0,8,2026_1,1,1,1,0,0,0,1,1,13.0,23.0,8.666666666666666,11.4,0.7,1,0,0
2026_04_21,수원대입구,8,depart,15,7.0,1,8,2026_1,1,1,1,0,0,0,1,1,22.0,0.0,16.0,10.6,0.0,0,0,0
2026_04_22,수원대입구,8,depart,15,12.0,2,8,2026_1,1,1,1,0,0,0,1,1,7.0,0.0,14.0,12.5,0.0,0,0,0
2026_04_23,수원대입구,8,depart,15,0.0,3,8,2026_1,1,1,1,0,0,0,0,0,12.0,13.0,13.666666666666666,16.0,0.0,0,0,0
2026_04_24,수원대입구,8,depart,15,8.0,4,8,2026_1,1,1,1,0,0,0,1,1,0.0,13.0,6.333333333333333,15.9,0.0,0,0,0
2025_03_05,수원대입구,8,depart,16,29.0,2,1,2025_1,1,0,0,0,0,0,1,1,,,,3.1,0.1,0,1,0
2025_03_06,수원대입구,8,depart,16,13.0,3,1,2025_1,1,0,0,0,0,0,1,1,29.0,,29.0,2.6,0.0,0,1,0
2025_03_07,수원대입구,8,depart,16,30.0,4,1,2025_1,1,0,0,0,0,0,1,0,13.0,,21.0,2.1,0.0,0,1,0
2025_03_10,수원대입구,8,depart,16,0.0,0,2,2025_1,1,0,0,0,0,0,1,1,30.0,,24.0,4.8,0.0,0,1,0
2025_03_12,수원대입구,8,depart,16,6.0,2,2,2025_1,1,0,0,0,0,0,1,1,0.0,,14.333333333333334,6.6,0.0,0,0,0
2025_03_13,수원대입구,8,depart,16,0.0,3,2,2025_1,1,0,0,0,0,0,0,0,6.0,29.0,12.0,6.5,0.0,0,0,0
2025_03_14,수원대입구,8,depart,16,52.0,4,2,2025_1,1,0,0,0,0,0,1,1,0.0,13.0,2.0,10.4,0.0,0,0,0
2025_03_17,수원대입구,8,depart,16,2.0,0,3,2025_1,1,0,0,0,0,0,1,1,52.0,30.0,19.333333333333332,1.2,0.0,0,1,0
2025_03_18,수원대입구,8,depart,16,38.0,1,3,2025_1,1,0,0,0,0,0,1,1,2.0,0.0,18.0,0.5,7.4,1,1,0
2025_03_19,수원대입구,8,depart,16,6.0,2,3,2025_1,1,0,0,0,0,0,1,1,38.0,6.0,30.666666666666668,-0.6,0.0,0,1,0
2025_03_20,수원대입구,8,depart,16,0.0,3,3,2025_1,1,0,0,0,0,0,0,0,6.0,0.0,15.333333333333334,5.2,0.0,0,0,0
2025_03_21,수원대입구,8,depart,16,26.0,4,3,2025_1,1,0,0,0,0,0,1,1,0.0,52.0,14.666666666666666,8.7,0.0,0,0,0
2025_03_24,수원대입구,8,depart,16,0.0,0,4,2025_1,1,0,0,0,0,0,1,1,26.0,2.0,10.666666666666666,12.8,0.0,0,0,0
2025_03_25,수원대입구,8,depart,16,32.0,1,4,2025_1,1,0,0,0,0,0,1,1,0.0,38.0,8.666666666666666,10.5,0.0,0,0,0
2025_03_26,수원대입구,8,depart,16,5.0,2,4,2025_1,1,0,0,0,0,0,1,1,32.0,6.0,19.333333333333332,12.3,0.0,0,0,0
2025_03_27,수원대입구,8,depart,16,0.0,3,4,2025_1,1,0,0,0,0,0,0,0,5.0,0.0,12.333333333333334,12.8,1.0,1,0,0
2025_03_28,수원대입구,8,depart,16,0.0,4,4,2025_1,1,0,0,0,0,0,1,1,0.0,26.0,12.333333333333334,6.0,0.0,0,0,0
2025_03_31,수원대입구,8,depart,16,0.0,0,5,2025_1,1,0,0,0,0,0,1,1,0.0,0.0,1.6666666666666667,4.8,0.0,0,1,0
2025_04_01,수원대입구,8,depart,16,22.0,1,5,2025_1,1,0,0,0,0,0,1,0,0.0,32.0,0.0,6.7,0.0,0,0,0
2025_04_02,수원대입구,8,depart,16,1.0,2,5,2025_1,1,0,0,0,0,0,1,1,22.0,5.0,7.333333333333333,6.0,0.9,1,0,0
2025_04_03,수원대입구,8,depart,16,2.0,3,5,2025_1,1,0,0,0,0,0,1,1,1.0,0.0,7.666666666666667,6.7,0.0,0,0,0
2025_04_04,수원대입구,8,depart,16,4.0,4,5,2025_1,1,0,0,0,0,0,1,1,2.0,0.0,8.333333333333334,7.9,0.0,0,0,0
2025_04_07,수원대입구,8,depart,16,1.0,0,6,2025_1,1,0,0,0,1,0,1,1,4.0,0.0,2.3333333333333335,10.5,0.0,0,0,0
2025_04_08,수원대입구,8,depart,16,16.0,1,6,2025_1,1,0,0,0,1,0,1,1,1.0,22.0,2.3333333333333335,10.9,1.7,1,0,0
2025_04_09,수원대입구,8,depart,16,21.0,2,6,2025_1,1,0,0,0,1,0,1,0,16.0,1.0,7.0,9.9,0.1,0,0,0
2025_04_10,수원대입구,8,depart,16,0.0,3,6,2025_1,1,0,0,0,1,0,0,0,21.0,2.0,12.666666666666666,10.3,0.1,0,0,0
2025_04_11,수원대입구,8,depart,16,18.0,4,6,2025_1,1,0,0,0,1,0,1,1,0.0,4.0,12.333333333333334,12.2,0.0,0,0,0
2025_04_14,수원대입구,8,depart,16,13.0,0,7,2025_1,1,0,0,0,0,0,1,1,18.0,1.0,13.0,4.6,8.1,1,1,0
2025_04_15,수원대입구,8,depart,16,17.0,1,7,2025_1,1,0,0,0,0,0,1,0,13.0,16.0,10.333333333333334,6.3,0.0,0,0,0
2025_04_16,수원대입구,8,depart,16,3.0,2,7,2025_1,1,1,1,0,0,0,1,1,17.0,21.0,16.0,11.9,0.0,0,0,0
2025_04_17,수원대입구,8,depart,16,17.0,3,7,2025_1,1,1,1,0,0,0,1,1,3.0,0.0,11.0,17.7,0.1,0,0,0
2025_04_18,수원대입구,8,depart,16,16.0,4,7,2025_1,1,1,1,0,0,0,1,1,17.0,18.0,12.333333333333334,15.8,0.0,0,0,0
2025_04_21,수원대입구,8,depart,16,22.0,0,8,2025_1,1,1,1,0,0,0,1,0,16.0,13.0,12.0,17.6,0.0,0,0,0
2025_04_22,수원대입구,8,depart,16,10.0,1,8,2025_1,1,1,1,0,0,0,1,0,22.0,17.0,18.333333333333332,16.8,20.8,1,0,0
2025_04_23,수원대입구,8,depart,16,21.0,2,8,2025_1,1,1,1,0,0,0,1,1,10.0,3.0,16.0,14.7,0.0,0,0,0
2025_04_24,수원대입구,8,depart,16,6.0,3,8,2025_1,1,1,1,0,0,0,1,1,21.0,17.0,17.666666666666668,11.8,0.0,0,0,0
2025_04_25,수원대입구,8,depart,16,13.0,4,8,2025_1,1,1,1,0,0,0,1,0,6.0,16.0,12.333333333333334,10.4,0.0,0,0,0
2025_04_28,수원대입구,8,depart,16,24.0,0,9,2025_1,1,1,1,0,0,0,1,0,13.0,22.0,13.333333333333334,12.4,0.0,0,0,0
2025_04_29,수원대입구,8,depart,16,9.0,1,9,2025_1,1,1,1,0,0,0,1,1,24.0,10.0,14.333333333333334,11.7,0.0,0,0,0
2025_04_30,수원대입구,8,depart,16,3.0,2,9,2025_1,1,1,1,0,0,0,1,1,9.0,21.0,15.333333333333334,15.1,0.0,0,0,0
2025_05_01,수원대입구,8,depart,16,15.0,3,9,2025_1,1,0,0,0,0,0,1,0,3.0,6.0,12.0,13.0,18.7,1,0,0
2025_05_02,수원대입구,8,depart,16,16.0,4,9,2025_1,1,0,0,0,0,0,1,1,15.0,13.0,9.0,12.0,0.0,0,0,0
2025_05_05,수원대입구,8,depart,16,7.0,0,10,2025_1,1,0,0,0,0,1,0,0,,,,11.0,0.2,0,0,0
2025_05_06,수원대입구,8,depart,16,5.0,1,10,2025_1,1,0,0,0,0,1,0,0,,,,12.5,0.0,0,0,0
2025_05_07,수원대입구,8,depart,16,0.0,2,10,2025_1,1,0,0,0,0,0,0,0,16.0,24.0,11.333333333333334,12.2,0.2,0,0,0
2025_05_08,수원대입구,8,depart,16,0.0,3,10,2025_1,1,0,0,0,0,0,0,0,0.0,9.0,10.333333333333334,14.9,0.0,0,0,0
2025_05_09,수원대입구,8,depart,16,20.0,4,10,2025_1,1,0,0,0,0,0,1,1,0.0,3.0,5.333333333333333,14.2,23.3,1,0,0
2025_05_12,수원대입구,8,depart,16,0.0,0,11,2025_1,1,0,0,0,0,0,1,1,20.0,15.0,6.666666666666667,14.6,0.0,0,0,0
2025_05_13,수원대입구,8,depart,16,8.0,1,11,2025_1,1,0,0,0,0,0,1,1,0.0,16.0,6.666666666666667,17.7,0.0,0,0,0
2025_05_14,수원대입구,8,depart,16,17.0,2,11,2025_1,1,0,0,0,0,0,1,1,8.0,0.0,9.333333333333334,19.2,0.1,0,0,0
2025_05_15,수원대입구,8,depart,16,19.0,3,11,2025_1,1,0,0,0,0,0,1,1,17.0,0.0,8.333333333333334,18.4,2.8,1,0,0
2025_05_16,수원대입구,8,depart,16,19.0,4,11,2025_1,1,0,0,0,0,0,1,1,19.0,20.0,14.666666666666666,18.8,16.6,1,0,0
2025_05_19,수원대입구,8,depart,16,3.0,0,12,2025_1,1,0,0,0,0,0,1,1,19.0,0.0,18.333333333333332,15.2,0.0,0,0,0
2025_05_20,수원대입구,8,depart,16,11.0,1,12,2025_1,1,0,0,0,0,0,1,1,3.0,8.0,13.666666666666666,21.3,0.2,0,0,0
2025_05_21,수원대입구,8,depart,16,15.0,2,12,2025_1,1,0,0,0,0,0,1,1,11.0,17.0,11.0,23.2,0.5,1,0,0
2025_05_22,수원대입구,8,depart,16,0.0,3,12,2025_1,1,0,0,0,0,0,0,0,15.0,19.0,9.666666666666666,22.2,2.1,1,0,0
2025_05_23,수원대입구,8,depart,16,26.0,4,12,2025_1,1,0,0,0,0,0,1,0,0.0,19.0,8.666666666666666,19.2,4.0,1,0,0
2025_05_26,수원대입구,8,depart,16,0.0,0,13,2025_1,1,0,0,0,1,0,1,0,26.0,3.0,13.666666666666666,17.5,0.0,0,0,0
2025_05_27,수원대입구,8,depart,16,8.0,1,13,2025_1,1,0,0,0,1,0,1,1,0.0,11.0,8.666666666666666,17.9,0.0,0,0,0
2025_05_28,수원대입구,8,depart,16,0.0,2,13,2025_1,1,0,0,0,1,0,0,0,8.0,15.0,11.333333333333334,18.4,4.0,1,0,0
2025_05_29,수원대입구,8,depart,16,0.0,3,13,2025_1,1,0,0,0,1,0,0,0,0.0,0.0,2.6666666666666665,19.5,3.3,1,0,0
2025_05_30,수원대입구,8,depart,16,8.0,4,13,2025_1,1,0,0,0,1,0,1,1,0.0,26.0,2.6666666666666665,20.5,0.0,0,0,0
2025_06_02,수원대입구,8,depart,16,14.0,0,14,2025_1,1,0,0,0,0,0,1,1,8.0,0.0,2.6666666666666665,18.8,0.5,1,0,0
2025_06_03,수원대입구,8,depart,16,9.0,1,14,2025_1,1,0,0,0,0,0,0,0,14.0,8.0,7.333333333333333,18.8,0.0,0,0,0
2025_06_04,수원대입구,8,depart,16,12.0,2,14,2025_1,1,1,0,1,0,0,1,1,9.0,0.0,10.333333333333334,18.6,0.0,0,0,0
2025_06_05,수원대입구,8,depart,16,0.0,3,14,2025_1,1,1,0,1,0,0,1,1,12.0,0.0,11.666666666666666,19.8,0.0,0,0,0
2025_06_06,수원대입구,8,depart,16,14.0,4,14,2025_1,1,1,0,1,0,1,0,0,,,,21.9,0.0,0,0,0
2025_06_09,수원대입구,8,depart,16,14.0,0,15,2025_1,1,1,0,1,0,0,1,1,0.0,8.0,7.0,22.6,0.1,0,0,0
2025_06_10,수원대입구,8,depart,16,12.0,1,15,2025_1,1,1,0,1,0,0,1,0,14.0,14.0,8.666666666666666,20.0,0.1,0,0,0
2025_06_11,수원대입구,8,depart,16,32.0,2,15,2025_1,1,1,0,1,0,0,1,1,12.0,9.0,8.666666666666666,20.5,0.0,0,0,0
2025_06_12,수원대입구,8,depart,16,19.0,3,15,2025_1,1,1,0,1,0,0,1,1,32.0,12.0,19.333333333333332,23.2,0.0,0,0,0
2025_06_13,수원대입구,8,depart,16,24.0,4,15,2025_1,1,1,0,1,0,0,1,1,19.0,0.0,21.0,21.7,5.0,1,0,0
2025_06_16,수원대입구,8,depart,16,23.0,0,16,2025_1,1,1,0,1,0,0,1,1,24.0,14.0,25.0,22.3,15.4,1,0,0
2025_06_17,수원대입구,8,depart,16,22.0,1,16,2025_1,1,1,0,1,0,0,1,0,23.0,12.0,22.0,23.0,0.2,0,0,0
2025_06_18,수원대입구,8,depart,16,7.0,2,16,2025_1,1,0,0,0,0,0,0,0,22.0,32.0,23.0,23.7,0.0,0,0,0
2025_06_19,수원대입구,8,depart,16,20.0,3,16,2025_1,1,0,0,0,0,0,1,0,7.0,19.0,17.333333333333332,25.3,0.6,1,0,0
2025_06_20,수원대입구,8,depart,16,22.0,4,16,2025_1,1,0,0,0,0,0,1,0,20.0,24.0,16.333333333333332,23.1,45.8,1,0,0
2025_06_23,수원대입구,8,depart,16,19.0,0,17,2025_1,1,0,0,0,0,0,1,0,22.0,23.0,16.333333333333332,22.5,0.0,0,0,0
2025_08_25,수원대입구,8,depart,16,25.0,0,1,2025_2,2,0,0,0,0,0,1,0,19.0,22.0,20.333333333333332,27.5,21.9,1,0,0
2025_08_26,수원대입구,8,depart,16,13.0,1,1,2025_2,2,0,0,0,0,0,1,0,25.0,7.0,22.0,25.3,24.3,1,0,0
2025_08_27,수원대입구,8,depart,16,5.0,2,1,2025_2,2,0,0,0,0,0,1,1,13.0,20.0,19.0,25.1,0.1,0,0,0
2025_08_28,수원대입구,8,depart,16,19.0,3,1,2025_2,2,0,0,0,0,0,1,1,5.0,22.0,14.333333333333334,26.0,1.1,1,0,0
2025_08_29,수원대입구,8,depart,16,29.0,4,1,2025_2,2,0,0,0,0,0,1,0,19.0,19.0,12.333333333333334,27.2,4.8,1,0,0
2025_09_01,수원대입구,8,depart,16,2.0,0,2,2025_2,2,0,0,0,0,0,1,1,29.0,25.0,17.666666666666668,24.9,20.5,1,0,0
2025_09_02,수원대입구,8,depart,16,23.0,1,2,2025_2,2,0,0,0,0,0,1,1,2.0,13.0,16.666666666666668,23.9,0.1,0,0,0
2025_09_03,수원대입구,8,depart,16,0.0,2,2,2025_2,2,0,0,0,0,0,0,0,23.0,5.0,18.0,25.0,0.0,0,0,0
2025_09_05,수원대입구,8,depart,16,12.0,4,2,2025_2,2,0,0,0,0,0,1,1,0.0,19.0,8.333333333333334,26.0,0.2,0,0,0
2025_09_08,수원대입구,8,depart,16,0.0,0,3,2025_2,2,0,0,0,0,0,0,0,12.0,29.0,11.666666666666666,22.5,0.0,0,0,0
2025_09_09,수원대입구,8,depart,16,14.0,1,3,2025_2,2,0,0,0,0,0,1,1,0.0,2.0,4.0,22.1,0.8,1,0,0
2025_09_10,수원대입구,8,depart,16,1.0,2,3,2025_2,2,0,0,0,0,0,1,1,14.0,23.0,8.666666666666666,22.4,0.0,0,0,0
2025_09_11,수원대입구,8,depart,16,15.0,3,3,2025_2,2,0,0,0,0,0,1,1,1.0,0.0,5.0,23.3,0.0,0,0,0
2025_09_12,수원대입구,8,depart,16,16.0,4,3,2025_2,2,0,0,0,0,0,1,1,15.0,12.0,10.0,21.9,14.3,1,0,0
2026_03_04,수원대입구,8,depart,16,1.0,2,1,2026_1,1,0,0,0,0,0,1,1,16.0,0.0,10.666666666666666,4.2,0.0,0,1,0
2026_03_05,수원대입구,8,depart,16,6.0,3,1,2026_1,1,0,0,0,0,0,1,1,1.0,14.0,10.666666666666666,4.1,13.6,1,1,0
2026_03_06,수원대입구,8,depart,16,20.0,4,1,2026_1,1,0,0,0,0,0,1,0,6.0,1.0,7.666666666666667,1.3,1.5,1,1,0
2026_03_09,수원대입구,8,depart,16,25.0,0,2,2026_1,1,0,0,0,0,0,1,1,20.0,15.0,9.0,2.9,0.0,0,1,0
2026_03_10,수원대입구,8,depart,16,0.0,1,2,2026_1,1,0,0,0,0,0,1,1,25.0,16.0,17.0,1.2,0.0,0,1,0
2026_03_11,수원대입구,8,depart,16,6.0,2,2,2026_1,1,0,0,0,0,0,1,1,0.0,1.0,15.0,2.4,0.0,0,1,0
2026_03_12,수원대입구,8,depart,16,0.0,3,2,2026_1,1,0,0,0,0,0,0,0,6.0,6.0,10.333333333333334,4.6,0.0,0,1,0
2026_03_13,수원대입구,8,depart,16,0.0,4,2,2026_1,1,0,0,0,0,0,0,0,0.0,20.0,2.0,5.5,0.0,0,0,0
2026_03_16,수원대입구,8,depart,16,0.0,0,3,2026_1,1,0,0,0,0,0,1,1,0.0,25.0,2.0,4.8,0.0,0,1,0
2026_03_17,수원대입구,8,depart,16,26.0,1,3,2026_1,1,0,0,0,0,0,1,1,0.0,0.0,0.0,4.8,0.0,0,1,0
2026_03_23,수원대입구,8,depart,16,9.0,0,4,2026_1,1,0,0,0,0,0,1,0,26.0,6.0,8.666666666666666,8.5,0.0,0,0,0
2026_03_24,수원대입구,8,depart,16,0.0,1,4,2026_1,1,0,0,0,0,0,0,0,9.0,0.0,11.666666666666666,10.1,0.0,0,0,0
2026_03_25,수원대입구,8,depart,16,3.0,2,4,2026_1,1,0,0,0,0,0,1,1,0.0,0.0,11.666666666666666,10.3,0.0,0,0,0
2026_03_26,수원대입구,8,depart,16,24.0,3,4,2026_1,1,0,0,0,0,0,1,1,3.0,0.0,4.0,9.1,0.0,0,0,0
2026_03_27,수원대입구,8,depart,16,11.0,4,4,2026_1,1,0,0,0,0,0,1,1,24.0,26.0,9.0,9.3,0.1,0,0,0
2026_03_30,수원대입구,8,depart,16,2.0,0,5,2026_1,1,0,0,0,0,0,1,1,11.0,9.0,12.666666666666666,13.3,3.7,1,0,0
2026_03_31,수원대입구,8,depart,16,0.0,1,5,2026_1,1,0,0,0,0,0,1,1,2.0,0.0,12.333333333333334,13.7,9.5,1,0,0
2026_04_01,수원대입구,8,depart,16,8.0,2,5,2026_1,1,0,0,0,0,0,0,0,0.0,3.0,4.333333333333333,11.2,0.0,0,0,0
2026_04_02,수원대입구,8,depart,16,0.0,3,5,2026_1,1,0,0,0,0,0,0,0,8.0,24.0,3.3333333333333335,9.0,0.0,0,0,0
2026_04_03,수원대입구,8,depart,16,0.0,4,5,2026_1,1,0,0,0,0,0,0,0,0.0,11.0,2.6666666666666665,12.4,0.0,0,0,0
2026_04_06,수원대입구,8,depart,16,16.0,0,6,2026_1,1,0,0,0,1,0,1,1,0.0,2.0,2.6666666666666665,10.0,7.1,1,0,0
2026_04_07,수원대입구,8,depart,16,0.0,1,6,2026_1,1,0,0,0,1,0,1,0,16.0,0.0,5.333333333333333,6.3,0.0,0,0,0
2026_04_08,수원대입구,8,depart,16,7.0,2,6,2026_1,1,0,0,0,1,0,1,1,0.0,8.0,5.333333333333333,7.1,0.0,0,0,0
2026_04_09,수원대입구,8,depart,16,0.0,3,6,2026_1,1,0,0,0,1,0,0,0,7.0,0.0,7.666666666666667,8.8,20.1,1,0,0
2026_04_10,수원대입구,8,depart,16,9.0,4,6,2026_1,1,0,0,0,1,0,1,1,0.0,0.0,2.3333333333333335,9.9,4.9,1,0,0
2026_04_13,수원대입구,8,depart,16,20.0,0,7,2026_1,1,0,0,0,0,0,1,1,9.0,16.0,5.333333333333333,15.4,0.0,0,0,0
2026_04_14,수원대입구,8,depart,16,12.0,1,7,2026_1,1,0,0,0,0,0,1,1,20.0,0.0,9.666666666666666,17.7,0.0,0,0,0
2026_04_15,수원대입구,8,depart,16,17.0,2,7,2026_1,1,0,0,0,0,0,1,0,12.0,7.0,13.666666666666666,16.5,0.0,0,0,0
2026_04_16,수원대입구,8,depart,16,3.0,3,7,2026_1,1,1,1,0,0,0,1,1,17.0,0.0,16.333333333333332,17.5,0.0,0,0,0
2026_04_17,수원대입구,8,depart,16,13.0,4,7,2026_1,1,1,1,0,0,0,1,0,3.0,9.0,10.666666666666666,14.7,0.2,0,0,0
2026_04_20,수원대입구,8,depart,16,16.0,0,8,2026_1,1,1,1,0,0,0,1,1,13.0,20.0,11.0,11.4,0.7,1,0,0
2026_04_21,수원대입구,8,depart,16,21.0,1,8,2026_1,1,1,1,0,0,0,1,1,16.0,12.0,10.666666666666666,10.6,0.0,0,0,0
2026_04_22,수원대입구,8,depart,16,19.0,2,8,2026_1,1,1,1,0,0,0,1,1,21.0,17.0,16.666666666666668,12.5,0.0,0,0,0
2026_04_23,수원대입구,8,depart,16,0.0,3,8,2026_1,1,1,1,0,0,0,0,0,19.0,3.0,18.666666666666668,16.0,0.0,0,0,0
2026_04_24,수원대입구,8,depart,16,7.0,4,8,2026_1,1,1,1,0,0,0,1,1,0.0,13.0,13.333333333333334,15.9,0.0,0,0,0
2025_03_05,수원대입구,8,depart,17,41.0,2,1,2025_1,1,0,0,0,0,0,1,1,,,,3.1,0.1,0,1,0
2025_03_06,수원대입구,8,depart,17,26.0,3,1,2025_1,1,0,0,0,0,0,1,1,41.0,,41.0,2.6,0.0,0,1,0
2025_03_07,수원대입구,8,depart,17,22.0,4,1,2025_1,1,0,0,0,0,0,0,0,26.0,,33.5,2.1,0.0,0,1,0
2025_03_10,수원대입구,8,depart,17,24.0,0,2,2025_1,1,0,0,0,0,0,1,1,22.0,,29.666666666666668,4.8,0.0,0,1,0
2025_03_12,수원대입구,8,depart,17,0.0,2,2,2025_1,1,0,0,0,0,0,1,1,24.0,,24.0,6.6,0.0,0,0,0
2025_03_13,수원대입구,8,depart,17,38.0,3,2,2025_1,1,0,0,0,0,0,1,1,0.0,41.0,15.333333333333334,6.5,0.0,0,0,0
2025_03_14,수원대입구,8,depart,17,7.0,4,2,2025_1,1,0,0,0,0,0,1,1,38.0,26.0,20.666666666666668,10.4,0.0,0,0,0
2025_03_17,수원대입구,8,depart,17,33.0,0,3,2025_1,1,0,0,0,0,0,1,1,7.0,22.0,15.0,1.2,0.0,0,1,0
